"","","cIfeQ515","t2lzh918","5KTmnC80","8bWxTQTP","MrF79raA","I94q8zpE","vqHfQURj","IEugXXTw","B89","0U9","aMQ","IES","EM3","DYP","r5M","4zB","unU","wfm","nEo","xov","24a"
"ID","Name","Author Firstname","Author Surname","ISBN","Image URL Large","Image URL Thumb","Number of Pages","Soundcloud Track ID","Synopsis","Easy to Read_Challenging","Fantasy_Reality","Funny_Serious","Historical_Futuristic","Less Action_More Action","Australian","Has audio review","Long","Medium","Series","Series lead","Short","VPRC"
"781Esoth","Mortal Coil","Derek","Landy","9780007325993","","http://cdn.bookfish.net.au/covers/9780007325993/small.jpg","320","","Skulduggery Pleasant is back, and reunited with his original head. But all is not well in the magical world - for one thing, foreign powers are conspiring to take over the Irish Sanctuary, and for another thing, Valkyrie has discovered she might be the sorceress set to destroy the world. The problem is, she doesn't feel she can tell Skulduggery what she's learned... and that's how all the trouble starts. With Valkyrie on a quest of her own, to seal her name and prevent her evil destiny from coming to pass, Skulduggery and the gang are even more vulnerable. Which is a shame, because remember those thousands of remnants, imprisoned in the Midnight Hotel? Well, now they're out. Not only that but they believe Valkyrie is their messiah. And that means thousands of wicked souls, desperate to get to Valkyrie, willing to kill anyone in their way... Oh, and because they can possess any body, they could be ANYONE. Now Skulduggery, Valkyrie, Ghastly and Tanith can trust no one. Not even each other...

","18","4","8","10","16","0","0","1","0","1","0","0","1"
"WMt6cpHP","Mortaxe the Skeleton Warrior","Adam","Blade","9781408307366","","http://cdn.bookfish.net.au/covers/9781408307366/small.jpg","192",""," Sixth Beast Quest Bumper Edition, featuring two stories in one

 

 



 

 

Mortaxe the Skeleton Warrior has risen from the grave! He controls Avantia's six good Beasts with dark magic, forcing them to fight Tom in a gladiatorial battle. Tom and his companions are about to face the most terrifying Quest of their lives.","9","5","18","9","18","0","0","1","0","1","0","0","1"
"Va7oeyZn","Moving Day","Meg","Cabot","9780330453752","","http://cdn.bookfish.net.au/covers/9780330453752/small.jpg","224","","Allie Finkle is ten years old. She's got two annoying little brothers and a dog called Marvin. She's also got a bunch of rules - most of them, like 'Don't get a pet that poops in your hand', having been discovered through bitter experience.



 

 



In this funny, fast-moving series, Allie makes (and breaks) rules all over the place as she deals with everything that life can throw at her.



 

 



In MOVING DAY Allie absolutely DOES NOT want to move house. Moving means leaving behind her pretty pink room and her best friend, Mary Kay. The new house is cold, old, dark and creepy, and there is almost definitely a ZOMBIE HAND living in the attic! Listening to your parents is a golden rule, but how can Allie convince her family that moving is a very bad idea?

","8","15","9","10","8","0","0","1","0","0","0","0","0"
"py0bdhUk","Mr Badger and the Difficult Duchess","Leigh","Hobbs","9781742374192","","http://cdn.bookfish.net.au/covers/9781742374192/small.jpg","80",""," The third delightful adventure of Mr Badger, the manager of a grand London hotel



 

 



Mr Badger is the Special Events Manager at the Boubles Grand Hotel, and is used to dealing with guests good and bad. But one day'the day of the Philatelic Society Annual Dinner'an extremely difficult guest arrives, demanding the Royal Suite. Just who is this tall and troublesome woman, and why does she look a little familiar?

","7","10","6","10","11","1","0","0","1","1","0","0","1"
"8ZvNgjdQ","Mr Badger and the Magic Mirror","Leigh","Hobbs (Illustrator)","9781742374208","","http://cdn.bookfish.net.au/covers/9781742374208/small.jpg","80",""," Book four ina gentle,charmingillustrated series, reminiscent of Paddington Bear



 

 



Life is certainly full of surprises at the Boubles Grand Hotel. When Mr Badger discovers a mirror that is anything but ordinary, he learns more about his favorite hotel than he would ever have dreamed possible.

","7","10","7","10","9","1","0","0","1","1","1","0","1"
"VXbhsjVh","Mr Bambuckle's Remarkables ","Tim","Harris","9780143785859","http://cdn.bookfish.net.au/covers/9780143785859/default.jpg","http://cdn.bookfish.net.au/covers/9780143785859/thumb.jpg","232","","He's the only person who isn't afraid of Canteen Carol. I heard he swam in piranha-infested waters in the Amazon. He lets us use our phones in class! Is his spark-maker beetle really that dangerous? I heard he drank yak's milk in Mongolia. My mum says he used to be in the circus. He's the only teacher who cooks us breakfast. The class in Room 12B has a new teacher, and nothing is ever going to be the same.","7","15","4","10","14","1","0","1","0","1","1","0","1"
"ddRnr965","Mr Bambuckle's Remarkables Fight Back","Tim","Harris","9780143785873","http://cdn.bookfish.net.au/covers/9780143785873/default.jpg","http://cdn.bookfish.net.au/covers/9780143785873/thumb.jpg","240","","I wish Mr Bambuckle would come back.  
Who will cook us breakfast now?  
Miss Frost gave me detention just for answering a question.
Mr Bambuckle said I'm about to discover magic - but how?
There are some pretty strange things going on.  
It's almost as if Mr Bambuckle could hear us...  

Miss Frost says discipline is the new order, but not if the class in room 12B has anything to do with it...","7","14","5","10","15","1","0","1","0","1","0","0","1"
"HrjwOtdG","Mr Eight","Sharyn","Eastaugh; Gus Gordon","9780143305569","","http://cdn.bookfish.net.au/covers/9780143305569/small.jpg","72","196095651","Mr Eight is a giant octopus, and he's just the sort of pet Henry has always wanted!

","4","10","8","10","12","1","1","0","0","0","0","1","0"
"t8vmWyiu","Mr Moonlight","Jane","Carroll; Anne Spudvilas (Illustrator)","9780143305552","","http://cdn.bookfish.net.au/covers/9780143305552/small.jpg","96","","Something is making a weird noise under the house at night. It;s not a possum, or a rat. What is it? Tom can't wait to find out.

","4","16","12","10","13","1","0","0","1","0","0","0","1"
"LGclfjo7","Mr. Gum and the Dancing Bear","Andy","Stanton; David Tazzyman (Illustrator)","9781405241793","","http://cdn.bookfish.net.au/covers/9781405241793/small.jpg","256",""," The fifth Mr Gum story is shamelessly hilarious



 

 



Good evening. Do you like bears called Padlock? Course you do. Do you like hot-air balloons? Course you do. Do you like tall sailing ships with mad sea captains, and horrifying old villains and words like ""wab!,"" ""tungler,"" and ""kelp?"" COURSE you do! Well, guess what, you lucky little nibbleheads? This book's got all of those things and a lot more besides. It's a rollicker! It's a frolicker! It's a funtime sun-time yollicker! So what you waiting for? GET READING!

","9","8","3","10","11","0","0","1","0","1","0","0","0"
"t0i1kRQd","Mr. Gum and the Power Crystals","Andy","Stanton; David Tazzyman (Illustrator)","9781405228176","","http://cdn.bookfish.net.au/covers/9781405228176/small.jpg","208","","It's hard to believe these books can get any funnier, but readers will be guffawing with glee as they read the fourth book about Mr Gum's evil escapades



 

 



Can it really be true that there's an ancient curse on the town of Lamonic Bibber? And you guessed it, that old Mr Gum and his trusty sidekick Billy William the Third have something to do with it. But our favorite heroes Polly and Friday and the gingerbread biscuit Alan Taylor (only6 inchestall) are determined to save the town (sigh of relief). Hang on to your heads and prepare to chuckle like a chipmunk as you are whisked to the land of talking dogs, silly songs, Old Granny, and the best chase scene you've ever seen. You may even learn to say ""The truth is a lemon meringue"" in Spanish!","9","8","4","10","11","0","0","1","0","1","0","0","0"
"zeQUxSa8","Muddy Paws #2 (Magic Puppy)","Sue","Bentley","9780141323510","","http://cdn.bookfish.net.au/covers/9780141323510/small.jpg","128","","Never in Beth's wildest dreams had she imagined having a magic puppy for a friend!So when Storm, a black and white collie pup with twinkling blue eyes, magically appears, Beth is very excited. Everything changes as a brilliant new friendship begins...

","8","7","11","10","12","0","0","0","1","1","0","0","0"
"X40bw6EC","Music Mad (Go Girl)","Rowan","McAuley","9781742973005","","http://cdn.bookfish.net.au/covers/9781742973005/small.jpg","92",""," Irislearns thatthere is no sheet musicto follow when it comes to friendship



 

 



Iris is so excited'she gets to spend four whole days at music camp! Butthen she discovers she's the only one who plays the saxophone. Will she still fit in?

","8","17","9","10","9","1","0","0","1","1","0","0","1"
"a4GZT31m","Music Mad!","Rowan","McAuley","1921288027","","http://cdn.bookfish.net.au/covers/1921288027/small.jpg","0","","Iris has never been on music camp before. What could be better? But when Iris has to work in a group to prepare for the concert, she learns more about herself than she bargained for.

","8","20","9","10","7","1","0","0","0","1","0","0","1"
"Lo6SSCQs","Musical Star","Rowan","Coleman","9780007244348","","http://cdn.bookfish.net.au/covers/9780007244348/small.jpg","256",""," 

 

 

 

Still reeling from her less-than-perfect Hollywood debut, Ruby Parker has left the Sylvia Lighthouse Academy and is looking forward to an ordinary life at an everyday school with no drama attached. Imagine her horror, then, when she discovers that she has to audition for the school choir'and gets chosen! Even worse, she discovers that the school choir is entering the national competition to appear as the chorus for a new musical to be broadcast on live TV. Not only that, but the musical was created by archrival Jade Caruso's rock-star dad, who is auditioning for the lead'alongside Ruby's ex-boyfriend Danny Harvey! Ruby Parker may think she's given up on showbiz, but one thing is certain'it hasn't given up on her!

 

 

 

 ","15","17","11","10","7","0","0","1","0","1","1","0","0"
"FMrgEHSy","My Brother's Famous Bottom Gets Pinched","Jeremy","Strong","9780141322421","","http://cdn.bookfish.net.au/covers/9780141322421/small.jpg","128","","Nicholas's baby brother, Cheese, is famous. Well, his bottom is, because he advertises Dumper disposable nappies. Now the whole family is being whisked off on a nationwide tour starring Cheese.Little do they know the chaos waiting for them, including giant babies and goats on motorbikes!Rowan Clifford's black-and-white illustrations add to the comic mayhem in this sparkling new story.

","7","9","4","10","16","0","0","0","1","1","1","0","0"
"t02niTMp","My Favourite Fairy Tales","Tony","Ross (Illustrator)","9781842709801","","http://cdn.bookfish.net.au/covers/9781842709801/small.jpg","96",""," 

 

 

 

The perfect companion to My First Nursery Stories, Ross's magical collection is guaranteed to enchant

 

 



 

 

 

 

Ideal for reading aloud to young children, this humorous and imaginative collection of classic fairy tales consists of seven easy-to-read stories with hilariously detailed accompanying illustrations: ""Beauty and the Beast,"" ""Fairy Gifts,"" ""Prince Hyacinth and the Dear Little Princess,"" ""Rumpelstiltskin,"" ""Sweet Porridge,"" ""The Hedley Kow,"" and ""The Musicians of Bremen.""

 

 

 

 

 

 ","10","5","11","8","12","0","0","0","1","0","0","0","0"
